question,answer
"블랙, 네이비 컬러 재입고 예정 있을까요?","안녕하세요 니뜰리히입니다.
블랙,네이비컬러는 10월중순에 재입고예정에있습니다.
감사합니다."
"하나주문해보고 괜찮아 또주문합니다
카페라 추가 8개주문했습니다 이쁜걸루 부탁드립니다","안녕하세요 니뜰리히입니다.
좋은상품으로 출고도와드리도록하겠습니다.
저희제품에 관심가져주셔서 감사합니다."
"추가로 구입하는 부피순삭 보조가방은 사이즈가 어떤건가요?
옵션에 있는 압축파우치와 같은 제품인가요?","안녕하세요 고객님 니뜰리히입니다. 부피순삭 보조가방의 경우 접었을때 사이즈 25cm x 21cm 펼쳤을때 사이즈 44cm x 35cm x 16cm 입니다!
하단링크에서 조금 더 저렴하게 구매하실 수 있으십니다.

https://smartstore.naver.com/maimaimy/products/8640341329"
"9월 27일 결제했는데 
10월 7일까지 받을수 있을까요?",안녕하세요 고객님 니뜰리히입니다. 주문해주신 제품 출고되어 배송상 특이사항만 없다면 해당 날짜까지 수령하실 것으로 예상됩니다!
10.3일 주문했는데 10.6일까지 받을수있게 발송부탁드려요~꼭이요~,안녕하세요 고객님 니뜰리히입니다. 주문해주신 제품 출고되어 배송상 특이사항만 없다면 해당 날짜까지 수령하실 것으로 예상됩니다!
"높은형 브라운도 4주걸리나요?
대충 정확한 날짜를 알수있나요?",안녕하세요 고객님 니뜰리히입니다. 현재 1차 입고 후 피드백을 반영하여 개선 작업중에 있습니다. 아마 다음 주 중으로 제작이 완료될 것 같은데 제조사에서 출고가 된 이후에 구체적인 날짜를 알 수 있을 것 같습니다. 도움을 드리지 못해 죄송합니다.
"여행와서 사용하려고 바람 넣는데 펌프 부분 마감 불량으로 바람 빠지네요ㅜ
바로 출국해서 한번도 사용 못하고ㅜ
처리 답변 바랍니다.","안녕하세요 고객님 니뜰리히입니다.
먼저 불편을끼쳐드려 정말 죄송합니다.
해당상품 톡톡으로 교환&반품 처리 말씀주시면 확인후 빠른처리도와드리도록하겠습니다.
다시한번 죄송합니다."
"안녕하세요~~ 패브릭얀 베이지 1kg 가격이 유난히 저렴한 이유가 궁금합니다.
다른건 아니고 꾸준히 주문해오면서 별 하자는 없는 듯 한데 유독 베이지 색상만 저렴한게 단순히 궁금해서요..

그리고 해당 색상 남은 물량 수를 알 수 있나요? 여유롭지 않으면 대량구매하려구요",안녕하세요 고객님 니뜰리히입니다. 현재 세일이 들어간 제품들은 다른 제품들보다 재고가 더 많은 제품들입니다. 그래서 해당 제품들은 조금 더 저렴하게 드리고 창고의 회전율을 높히자는 취지로 저렴하게 판매하고 있습니다. 문의주셔서 감사합니다!
"금요일에 주문햇는데 왜 발송도 안됏나요? 
월요일에 발송해주셔야하는거 아닌가요..? 이미 너무 늦엇으니 4일은 꼭 도착해야해요 ㅠ 저번에 글 남겻는데 
바뀐배송지로 보내주세요 꼭","안녕하세요 고객님 니뜰리히입니다.
먼저 불편을드려 정말 죄송합니다.
해당상품 25일자로 출고된것으로확인되나 롯데택배측에서 추석 출고량이많아 늦어지는관계로 아직 송장이동이확인되지않는것으로 확인됩니다.
불편을드려 다시한번 죄송합니다."
분명그레이 2개중 1개만왔다고 했는데 톡톡 왜 자꾸 같은 질문 같은답변 뭐 하자는거요?,"안녕하세요 니뜰리히입니다.
불편을드려 죄송합니다.
유선상으로 말씀주신것과같이 페이백진행도와드렸습니다.
다시한번 죄송합니다."
안녕하세용 요 상품 라돈테스트 등 환경테스트 된 상품인가요!!,"안녕하세요 니뜰리히입니다.
해당상품 라돈테스트 확인된상품입니다.
감사합니다."
"핑크, 그레이 두개 주문 했는데 핑크 한개만 왔네요. 확인 부탁 드려요.","안녕하세요 고객님 니뜰리히입니다. 먼저 불편을드려 정말 죄송합니다.
해당상품 출고를 도와드리기위해 톡톡으로 다시한번 말씀주시면 빠른처리도와드리도록하겠습니다.
다시한번 출고과정에 누락이되어 불편을드려 죄송합니다."
그레이2개주문했는데 하나만왔어요,"안녕하세요 고객님 니뜰리히입니다. 먼저 불편을드려 정말 죄송합니다.
해당상품 출고를 도와드리기위해 톡톡으로 다시한번 말씀주시면 빠른처리도와드리도록하겠습니다.
다시한번 출고과정에 누락이되어 불편을드려 죄송합니다."
높은형에 그레이가 품절인데 딥그레이2개 그레이2개하고싶은데 그레이는 언제 품절이 풀릴까요?,안녕하세요 고객님 니뜰리히입니다. 해당 디자인이 아직 저희가 소량으로만 생산이 되고 있어 조금 늦어질 것 같습니다. 예상 재입고 기간은 4주입니다. 빠르게 입고하지 못해 죄송하다는 말씀 드립니다 ㅜ
상품불량으로 교환신청했는데 언제 되는건가요?추석지나고 바로 써야되는데 맞교환해주세요,"안녕하세요 고객님
문의주신 상품 금일 새상품으로 재출고 후 교환 송장번호 전달드리겠습니다.
교환상품은 문앞에 놓아주시면 택배사에서 회수해갈 예정입니다.
불편을끼쳐드려 정말 죄송합니다."
"베이지2인세트 홍제동 문화촌현대 아파트로 주문했는데요. 오늘 배송이 안와서요, 송장번호 부탁드립니다~","안녕하세요 고객님 니뜰리히입니다. 송장 확인해보니 저희 택배사가 해당 지역에 집하소가 없어서 천일택배로 인계된 것으로 확인됩니다. 하단의 운송장 번호 전달드립니다.

택배사 : 천일택배
운송장번호 : 12325490392

빠르게 배송해드지 못해 죄송하다는 말씀드립니다 ㅜ"
바둑알 그레이 재입고예정이언젠가요 ?,안녕하세요 고객님 니뜰리히입니다! 현재 해당 제품이 소량으로만 생산되어서 시간이 조금 소요될 것 같습니다. 재입고 예정은 4주정도 입니다.
"목베개랑 같이 구매했어요
오늘 배송 부탁드려요!",안녕하세요 고객님 니뜰리히입니다. 금일 발송해드리도록 하겠습니다. 감사합니다!
"금요일 결제했는데 아직도 상품 준비중이라고 떠서 불안합니다.
언제 배송될까요?",안녕하세요 고객님 니뜰리히 입니다. 주문해주신 제품 현재 포장중에 있습니다. 오후 7시전으로 송장도 업로드 될 예정입니다. 감사합니다!
톡톡 답변 혹은 전화 부탁 드립니다.,"안녕하세요 고객님
문의주신 상품 답변 톡톡으로 안내드렸습니다.
감사합니다."
언제 출고 되나요? 빠른 답변을 주셔야 대처를 할 수 있을 것 같습니다. 전화기가 꺼져 있다고 해서 맘 졸이며 기다리고 있습니다. 빠른 답변 부탁드립니다.,"안녕하세요 고객님
우선 정말 죄송하다는 말씀드립니다.
주문해주신 상품중 h형 네이비 색상이 재고소진으로 배송이 어려운 상황입니다ㅜ
재입고는 연후 이후로 입고될예정이며 혹시 그레이 색상으로 받아보실 의사있으시다면 금일 출고 도와드리겠습니다.
불편을끼쳐드려 정말 죄송합니다."
"아직 구매 전입니다...! 블로그 리뷰 작성할 아이디랑 구매 아이디가 같아야 하는지 달라도 되는지 확인 하고 구매하려고요

블로그 리뷰 이벤트 참여시 동일 아이디로 구매/리뷰 작성 해야하는지 다른 아이디로 하여도 괜찮은지만 확인 부탁드립니다","안녕하세요 고객님,
담당자와 소통이 잘안되었어서 다시 답변드립니다.
문의주신 상품 리뷰 이벤트는 구매하신 아이디와 주문번호 말씀해주시면 페이백 도와드릴 수 있도록 하겠습니다.
다만 구매해주신 아이디로 페이백이 들어가기 때문에 블로그 아이디가 아닌 주문해주신 아이디로 페이백이 지급됩니다.
감사합니다."
한번 사용후 터져버렸는데 정상인가요? 내용물 때문이면 다른데가 터졌을텐데 덮개 솔기가 터졌거든요,"안녕하세요 고객님
문의주신 상품 확인을위해 사진찍어 톡톡으로 보내주시면 확인 후 답변드리겠습니다.
감사합니다."
크림 언제입고되나요?,안녕하세요 고객님 니뜰리히입니다. 해당 제품 재고가 있어 수량 풀어놓았습니다. 감사합니다.
"배송이 빨리 안올것같아서 서울로 
배송지 변경하고 싶어요
출국해야해서 27일안에는 받아야해요

신유림 0106215 8755
서울 동대문구 망우로46 하트리움 102동 911호 
문앞보관이요","안녕하세요 고객님
주문해주신 상품 변경원하시는 배송지로 금일 출고 후 송장번호 전달드리겠습니다.
감사합니다."
두개 중 하나가 불량이라 교환신청했습니다. 다음주 연휴에 필요한데 맞교환으로 해주세요.,"안녕하세요 고객님
문의주신 상품 파손 및 불량상품 사진찍어 톡톡으로 보내주시면 확인후 답변드리겠습니다.
감사합니다."
패브릭은 세탁할 수 있나요?,"안녕하세요 고객님
문의주신 상품 패브릭소재는 세탁시 방수 기능이 떨어질수있어 거품을낸후 마른 수건으로 거품이 나오지않을때까지 문질러주시는 방법을 추천드립니다!
감사합니다."
패브릭 아이보리 그레이 주문 하려는데요. 하중이 가벼우면 넘어진다고 들었거든요~ 제몸무게는 최근에 안재봐서 대충65~70kg 안쪽이고 애기는 15kg 입니다. 애기 잠투정이 심해서 맨날 안고 달랬는데 허리가 안좋아져서 흔들의자 패브릭 사려구 하는데 애기 안고 같이 앉아도 안넘어 질까요?,"안녕하세요 고객님
문의주신 상품 최대 하중은 120kg으로 아기와 같이 앉으셔도 문제없는 무게입니다!
감사합니다."
"안녕하세요
파우치 8종 민트로 주문했습니다
27일 출국이라 26일까지 도착해야하니 꼭 25일 발송 부탁드려요","안녕하세요 고객님
주문해주신 상품 금일 출고 후 송장번호 전달드릴예정입니다!
감사합니다."
블로그리뷰에 참여하려면 같은 계정으로 구매해야더ㅣ나여?,안녕하세요 고객님 니뜰리히입니다. 주문번호 말씀해주시면 확인 후 페이백 도와드리도록 하겠습니다.
어제 결제했는데 아직 송장번호도 안나와서 혹시 출고처리는 됐을까요?,"안녕하세요 니뜰리히입니다.
해당상품 금일출고되어 방금 송장등록되었습니다.
감사합니다."
9.19일에 주문을 하였는데 아직도 배송준비중입니다 확인부탁드려요,"안녕하세요 니뜰리히입니다.
유선상으로 말씀드린것과같이 출고도와드리겠습니다.
불편을드려 죄송합니다."
어제 베이지2인세트 홍제동 문화촌현대 아파트로 주문했는데요. 예상 배송일정 문의드립니다.,"안녕하세요 니뜰리히입니다.
해당상품 어제자로 출고되었으며, 화물택배특성상 시간이좀걸려 차주월요일 배송예정으로 확인됩니다.
저희제품에 관심가져주셔서 감사합니다."
두시전에 결재했습니다. 급하게 출국 하게 되어 당일 배송 부탁드립니다.,금일 출고되어 송장번호 등록되었습니다. 감사합니다.
계속 세척할 수 있나요??,"안녕하세요 니뜰리히입니다.
해당상품 세척가능한상품입니다. 감사합니다."
"쿠팡 주문번호 31100011235298 릴렉스체어 패브릭 그레이 주문했습니다.
손잡이 마개가 하나 없는데 쿠팡측에선 반품하라고 합니다
이미 조립 완료된 물건을 반품하면 사업자님도 손해 아닌가요?
카톡 채팅방으로 문의도 남겼는데 답변이 없으시네요.
손잡이 마개 하나만 보내주시면 될 일인데;;
가능할까요? 아니면 환불요청 할까요?","안녕하세요 고객님 니뜰리히입니다. 먼저 번거롭게 해드려 죄송하다는 말씀드립니다 ㅜ 쿠팡측에는 여분 마개가 없어서 반품 처리가 되는 것 같습니다. 
쿠팡 주문번호는 저희측에 제공되지 않아 톡톡으로 성함, 연락처 그리고 주소 남겨주시면 추가 마개 발송 도와드릴 수 있도록 하겠습니다."
